chr	start	stop
ENSG00000114520	chr3	125446650	125520202
ENSG00000114544	chr3	126006355	126101561
ENSG00000163884	chr3	126342635	126357408
ENSG00000070476	chr3	126437601	126475891
ENSG00000159685	chr3	126704240	126960420
ENSG00000114554	chr3	126988594	127037392
ENSG00000163870	chr3	127571232	127598267
ENSG00000073111	chr3	127598410	127622436
ENSG00000114631	chr3	127629185	127672802
ENSG00000114626	chr3	127672935	127680926
ENSG00000074416	chr3	127689062	128052190
ENSG00000058262	chr3	128051641	128071683
ENSG00000175792	chr3	128064778	128153914
ENSG00000132394	chr3	128153481	128408646
ENSG00000179348	chr3	128479427	128493201
ENSG00000244300	chr3	128489212	128502970
ENSG00000163902	chr3	128619969	128681075
ENSG00000075785	chr3	128726183	128814798
ENSG00000177646	chr3	128879596	128916067
ENSG00000240682	chr3	129127415	129161063
ENSG00000169714	chr3	129167827	129183922
ENSG00000181789	chr3	129249606	129277773
ENSG00000183624	chr3	129278828	129306186
ENSG00000184897	chr3	129314771	129316286
ENSG00000172771	chr3	129401321	129428651
ENSG00000129071	chr3	129430944	129440179
ENSG00000163913	chr3	129440036	129520507
ENSG00000172765	chr3	129647792	129893606
ENSG00000196455	chr3	130678934	130746829
ENSG00000017260	chr3	130850595	131016712
ENSG00000198585	chr3	131381671	131388830
ENSG00000114686	chr3	131462212	131502983
ENSG00000196353	chr3	131533555	132285410
ENSG00000014257	chr3	132317369	132368298
ENSG00000138246	chr3	132417502	132539032
ENSG00000081307	chr3	132654446	132678097
ENSG00000113971	chr3	132680609	132722414
ENSG00000091527	chr3	133573730	133590261
ENSG00000163781	chr3	133598175	133662380
ENSG00000144867	chr3	133784023	133825772
ENSG00000154917	chr3	133824235	133895882
ENSG00000174640	chr3	133932701	134052184
ENSG00000163785	chr3	134065303	134250744
ENSG00000114019	chr3	134355874	134375479
ENSG00000129055	chr3	134477706	134486716
ENSG00000182923	chr3	134485721	134575017
ENSG00000174579	chr3	136148917	136197241
ENSG00000114054	chr3	136250340	136337896
ENSG00000118007	chr3	136336236	136752403
ENSG00000158092	chr3	136862208	136951606
ENSG00000138231	chr3	138160988	138174921
ENSG00000114098	chr3	138187248	138298384
ENSG00000114107	chr3	138494344	138594538
ENSG00000158234	chr3	138608606	138633376
ENSG00000051382	chr3	138652698	138834928
ENSG00000175110	chr3	139005806	139357223
ENSG00000184432	chr3	139355600	139389680
ENSG00000114115	chr3	139517434	139539829
ENSG00000114120	chr3	140941830	140980995
ENSG00000155893	chr3	141228726	141367753
ENSG00000177311	chr3	141324213	141449792
ENSG00000114125	chr3	141738249	141747560
ENSG00000069849	chr3	141876124	141926549
ENSG00000114126	chr3	141944428	142149544
ENSG00000175066	chr3	142157527	142225592
ENSG00000114127	chr3	142306607	142448062
ENSG00000175054	chr3	142449007	142578733
ENSG00000163714	chr3	142964497	143060725
ENSG00000175040	chr3	143119771	143124014
ENSG00000181804	chr3	143265222	143848485
ENSG00000181744	chr3	143971823	144048719
ENSG00000152952	chr3	146069440	146163653
ENSG00000114698	chr3	146192335	146251179
ENSG00000188313	chr3	146515180	146544856
ENSG00000153002	chr3	148791102	148860187
ENSG00000163751	chr3	148865296	148897203
ENSG00000163754	chr3	148991408	149031775
ENSG00000071794	chr3	149030127	149086554
ENSG00000163755	chr3	149129638	149173732
ENSG00000169908	chr3	149369022	149377692
ENSG00000018408	chr3	149517235	149736714
ENSG00000114744	chr3	149738472	149752495
ENSG00000082996	chr3	149812708	149962139
ENSG00000070087	chr3	149964904	150050788
ENSG00000196428	chr3	150408335	150466431
ENSG00000120742	chr3	150541998	150603228
ENSG00000144895	chr3	150546678	150586016
ENSG00000198843	chr3	150602875	150630445
ENSG00000181788	chr3	150741125	150763477
ENSG00000152601	chr3	152243828	152465780
ENSG00000169860	chr3	152835131	152841439
ENSG00000181467	chr3	153162226	153170627
ENSG00000114790	chr3	154121003	154257827
ENSG00000174953	chr3	154272546	154324487
ENSG00000196549	chr3	155024124	155183729
ENSG00000174928	chr3	155762617	155806278
ENSG00000169359	chr3	155821024	155854456
ENSG00000163655	chr3	155870650	155944020
ENSG00000114850	chr3	156540140	156555184
ENSG00000243926	chr3	156671862	156674446
ENSG00000163659	chr3	156673235	156706770
ENSG00000163660	chr3	157146508	157160760
ENSG00000174891	chr3	158105855	158545730
ENSG00000168827	chr3	158644527	158695581
ENSG00000079257	chr3	158645822	158672648
ENSG00000118849	chr3	158696892	158732489
ENSG00000118855	chr3	158732198	158829719
ENSG00000068885	chr3	160256986	160399880
ENSG00000113810	chr3	160399274	160434954
ENSG00000186432	chr3	160495007	160565571
ENSG00000163590	chr3	160755602	161078902
ENSG00000169255	chr3	161083883	161105411
ENSG00000169251	chr3	161104696	161253532
ENSG00000196542	chr3	161344792	161372880
ENSG00000114209	chr3	167683298	167734939
ENSG00000173905	chr3	168008689	168095924
ENSG00000085274	chr3	169772831	169789716
ENSG00000008952	chr3	169966635	169998373
ENSG00000173890	chr3	170037995	170085392
ENSG00000173889	chr3	170086732	170181749
ENSG00000163558	chr3	170222424	170305977
ENSG00000136603	chr3	170357678	170396835
ENSG00000013297	chr3	170418868	170454733
ENSG00000163584	chr3	170864875	170870208
ENSG00000075420	chr3	172039578	172401669
ENSG00000121858	chr3	172505508	172523475
ENSG00000144959	chr3	172630249	172711218
ENSG00000177694	chr3	174438573	175810548
ENSG00000177565	chr3	177019340	177228000
ENSG00000172667	chr3	178960121	179072215
ENSG00000121879	chr3	179148114	179240093
ENSG00000121864	chr3	179323031	179338583
ENSG00000171109	chr3	179347709	179394936
ENSG00000114450	chr3	179396088	179451476
ENSG00000136518	chr3	179562886	179588407
ENSG00000136522	chr3	179588285	179604649
ENSG00000136521	chr3	179604690	179627647
ENSG00000058056	chr3	179653040	179789401
ENSG00000163728	chr3	180602163	180617828
ENSG00000114416	chr3	180868141	180982753
ENSG00000205981	chr3	180983709	180989774
ENSG00000058063	chr3	182793503	182921629
ENSG00000043093	chr3	182938074	182985953
ENSG00000078070	chr3	183015218	183116075
ENSG00000176597	chr3	183253253	183298504
ENSG00000114796	chr3	183635610	183684519
ENSG00000163872	chr3	183697797	183812624
ENSG00000175193	chr3	183829271	183884933
ENSG00000114770	chr3	183919934	184017939
ENSG00000145191	chr3	184135038	184146127
ENSG00000161202	chr3	184155377	184173614
ENSG00000161203	chr3	184174689	184184091
ENSG00000161204	chr3	184186023	184194012
ENSG00000214160	chr3	184242301	184249548
ENSG00000284753	chr3	184249672	184258759
ENSG00000175166	chr3	184299198	184309050
ENSG00000114867	chr3	184314495	184335358
ENSG00000175182	chr3	184335926	184348421
ENSG00000163882	chr3	184361718	184368596
ENSG00000182580	chr3	184561785	184582408
ENSG00000177383	chr3	184710364	184712064
ENSG00000156931	chr3	184812143	185052614
ENSG00000113790	chr3	185190624	185281990
ENSG00000073803	chr3	185282941	185489094
ENSG00000163900	chr3	185476496	185499057
ENSG00000163898	chr3	185506262	185552588
ENSG00000163904	chr3	185582496	185633551
ENSG00000136527	chr3	185914558	185938103
ENSG00000090520	chr3	186567403	186585800
ENSG00000156976	chr3	186783205	186789897
ENSG00000073849	chr3	186930502	187078553
ENSG00000163923	chr3	187120948	187180908
ENSG00000113916	chr3	187721377	187745725
ENSG00000145012	chr3	188153284	188890671
ENSG00000073282	chr3	189631389	189897276
ENSG00000090530	chr3	189956728	190122437
ENSG00000152492	chr3	191329085	191398659
ENSG00000198836	chr3	193593144	193697811
ENSG00000114315	chr3	194136148	194138732
ENSG00000133657	chr3	194402672	194498364
ENSG00000041802	chr3	194640791	194672463
ENSG00000185112	chr3	194685883	194689037
ENSG00000173950	chr3	195068284	195271159
ENSG00000114331	chr3	195274745	195443044
ENSG00000184203	chr3	195514428	195543386
ENSG00000189058	chr3	195568705	195584033
ENSG00000242086	chr3	195658062	195739964
ENSG00000176945	chr3	195720884	195741123
ENSG00000061938	chr3	195863364	195911945
ENSG00000072274	chr3	196027183	196082096
ENSG00000161217	chr3	196214222	196287957
ENSG00000213123	chr3	196291219	196318299
ENSG00000163960	chr3	196347662	196432430
ENSG00000163961	chr3	196468783	196503768
ENSG00000174013	chr3	196568611	196589059
ENSG00000163964	chr3	196639775	196736007
ENSG00000180370	chr3	196739857	196832647
ENSG00000119231	chr3	196867856	196934714
ENSG00000114503	chr3	196935402	196942594
ENSG00000270170	chr3	196942674	196943543
ENSG00000119227	chr3	196946356	196969060
ENSG00000075711	chr3	197042560	197299330
ENSG00000161267	chr3	197509783	197573323
ENSG00000122068	chr3	197737179	197787596
ENSG00000186001	chr3	197791226	197888436
ENSG00000182899	chr3	197950190	197956610
ENSG00000182903	chr4	425815	499156
ENSG00000174227	chr4	499210	540200
ENSG00000169020	chr4	672436	674330
ENSG00000215375	chr4	673580	682033
ENSG00000185619	chr4	705748	770640
ENSG00000178950	chr4	849276	932373
ENSG00000127419	chr4	932387	958656
ENSG00000127415	chr4	986997	1004564
ENSG00000127418	chr4	1009936	1026898
ENSG00000159674	chr4	1166932	1208962
ENSG00000159692	chr4	1211448	1249953
ENSG00000196810	chr4	1249300	1288291
ENSG00000090316	chr4	1289887	1340147
ENSG00000163945	chr4	1347208	1395989
ENSG00000163950	chr4	1692731	1712344
ENSG00000168936	chr4	1715952	1721358
ENSG00000068078	chr4	1793293	1808872
ENSG00000168924	chr4	1811479	1856156
ENSG00000109685	chr4	1871393	1982207
ENSG00000185049	chr4	1982717	2041903
ENSG00000243449	chr4	2041993	2043970
ENSG00000214367	chr4	2078998	2242276
ENSG00000123933	chr4	2247432	2262109
ENSG00000063978	chr4	2462220	2625320
ENSG00000125386	chr4	2536631	2732565
ENSG00000168884	chr4	2741648	2756342
ENSG00000087266	chr4	2793071	2841098
ENSG00000087274	chr4	2843857	2930076
ENSG00000109736	chr4	2930561	2934834
ENSG00000249673	chr4	2934882	2961738
ENSG00000087269	chr4	2937933	2963406
ENSG00000197386	chr4	3041422	3243960
ENSG00000159788	chr4	3293028	3439913
ENSG00000163956	chr4	3503612	3532446
ENSG00000132406	chr4	4235542	4248223
ENSG00000145220	chr4	4267701	4290154
ENSG00000168824	chr4	4348140	4419058
ENSG00000168818	chr4	4415742	4542346
ENSG00000109501	chr4	6269849	6303265
ENSG00000013288	chr4	6575189	6623362
ENSG00000179010	chr4	6640091	6642745
ENSG00000251580	chr4	6648695	6673965
ENSG00000170846	chr4	6663396	6676755
ENSG00000163993	chr4	6693878	6697170
ENSG00000178988	chr4	6707701	6709865
ENSG00000186222	chr4	6716174	6717664
ENSG00000170871	chr4	6781375	6884170
ENSG00000132405	chr4	6909242	7033118
ENSG00000173011	chr4	7041899	7057952
ENSG00000109519	chr4	7058895	7068064
ENSG00000196526	chr4	7758714	7939926
ENSG00000170801	chr4	8269754	8307098
ENSG00000251615	chr4	8355090	8358338
ENSG00000087008	chr4	8366282	8440723
ENSG00000071127	chr4	10074339	10116949
ENSG00000178163	chr4	10439880	10457426
ENSG00000157869	chr4	13361354	13484365
ENSG00000038219	chr4	13568738	13627725
ENSG00000137449	chr4	15002674	15070153
ENSG00000048342	chr4	15469865	15601557
ENSG00000118564	chr4	15604381	15681679
ENSG00000237765	chr4	15681662	15705565
ENSG00000004468	chr4	15778275	15853232
ENSG00000169762	chr4	16160505	16227410
ENSG00000151552	chr4	17460261	17512206
ENSG00000002549	chr4	17577192	17607972
ENSG00000118579	chr4	17614641	17634105
ENSG00000163257	chr4	17800655	17810758
ENSG00000178177	chr4	17841199	18021876
ENSG00000163138	chr4	20696282	20752907
ENSG00000152990	chr4	22345071	22516066
ENSG00000109606	chr4	24517441	24584554
ENSG00000109610	chr4	24789912	24800842
ENSG00000181982	chr4	24806117	24980204
ENSG00000109618	chr4	25120014	25160449
ENSG00000281501	chr4	25160641	25201440
ENSG00000038210	chr4	25160663	25279204
ENSG00000053900	chr4	25377213	25418498
ENSG00000091490	chr4	25747433	25863760
ENSG00000250317	chr4	25861830	25929874
ENSG00000168214	chr4	26163455	26435131
ENSG00000109689	chr4	26857601	27025381
ENSG00000169851	chr4	30720415	31146805
ENSG00000169299	chr4	37826660	37862937
ENSG00000065882	chr4	37891084	38139175
ENSG00000109787	chr4	38664197	38701517
ENSG00000197712	chr4	38867677	38945739
ENSG00000109790	chr4	39045039	39126857
ENSG00000157796	chr4	39182504	39285810
ENSG00000035928	chr4	39287456	39366375
ENSG00000163682	chr4	39452521	39458949
ENSG00000121897	chr4	39459004	39485109
ENSG00000109814	chr4	39498755	39528311
ENSG00000163683	chr4	39546336	39638902
ENSG00000078140	chr4	39698109	39782792
ENSG00000121892	chr4	39822863	39977956
ENSG00000078177	chr4	40056850	40158252
ENSG00000163694	chr4	40423267	40630875
ENSG00000179299	chr4	40749925	40811184
ENSG00000163697	chr4	40810027	41216714
ENSG00000154277	chr4	41256413	41268455
ENSG00000064042	chr4	41359607	41700044
ENSG00000109133	chr4	41935129	41960803
ENSG00000014824	chr4	41990502	42090461
ENSG00000188848	chr4	42110853	42152878
ENSG00000124406	chr4	42408373	42657105
ENSG00000151806	chr4	44678420	44700928
ENSG00000163281	chr4	44682200	44726588
ENSG00000169019	chr4	47450787	47463702
ENSG00000145246	chr4	47485275	47593486
ENSG00000170448	chr4	47847233	47914667
ENSG00000163293	chr4	47914142	48040173
ENSG00000109171	chr4	48341529	48426201
ENSG00000075539	chr4	48497357	48780322
ENSG00000109180	chr4	48805212	48861817
ENSG00000145247	chr4	48885019	48906937
ENSG00000109182	chr4	48986275	49062081
ENSG00000109184	chr4	51843000	51916837
ENSG00000163069	chr4	52020706	52038299
ENSG00000109189	chr4	52590960	52659301
ENSG00000145216	chr4	53377641	53460862
ENSG00000072201	chr4	53459301	53701405
ENSG00000109220	chr4	54009789	54064605
ENSG00000134853	chr4	54229280	54298245
ENSG00000128052	chr4	55078481	55125595
ENSG00000128039	chr4	55346242	55373100
ENSG00000134851	chr4	55395957	55453397
ENSG00000134852	chr4	55427903	55546909
ENSG00000090989	chr4	55853648	55905086
ENSG00000157426	chr4	56338287	56387508
ENSG00000128050	chr4	56435741	56464579
ENSG00000174780	chr4	56467617	56503681
ENSG00000171476	chr4	56647988	56681899
ENSG00000084093	chr4	56907876	56966678
ENSG00000084092	chr4	56963350	56977606
ENSG00000047315	chr4	56977722	57031158
ENSG00000163453	chr4	57030773	57110385
ENSG00000145242	chr4	65319563	65670495
ENSG00000250846	chr4	65669961	65698029
ENSG00000145241	chr4	67468762	67545503
ENSG00000033178	chr4	67612652	67701155
ENSG00000248049	chr4	67701209	68080952
ENSG00000083896	chr4	68310387	68350089
ENSG00000132465	chr4	70655541	70681817
ENSG00000132467	chr4	70688532	70690551
ENSG00000018189	chr4	70704204	70808619
ENSG00000132463	chr4	70815783	70839897
ENSG00000173542	chr4	70902326	71022449
ENSG00000156136	chr4	70992538	71030914
ENSG00000080493	chr4	71062667	71572087
ENSG00000163626	chr4	73052362	73069755
ENSG00000132466	chr4	73073376	73258798
ENSG00000169435	chr4	73571550	73620631
ENSG00000163738	chr4	74114174	74303099
ENSG00000169116	chr4	74933095	75050115
ENSG00000260265	chr4	75081702	75084717
ENSG00000163743	chr4	75479037	75514764
ENSG00000174796	chr4	75513946	75550473
ENSG00000138757	chr4	75642782	75724525
ENSG00000138768	chr4	75724593	75814286
ENSG00000138744	chr4	75913660	75941013
ENSG00000198301	chr4	75940950	75990962
ENSG00000138750	chr4	76114659	76148444
ENSG00000138760	chr4	76158737	76234536
ENSG00000138771	chr4	76435229	76783253
ENSG00000138758	chr4	76949703	77040384
ENSG00000118816	chr4	77047155	77075989
ENSG00000138764	chr4	77157207	77433388
ENSG00000138767	chr4	77713387	77819615
ENSG00000169288	chr4	77862830	77952785
ENSG00000138759	chr4	78057323	78544269
ENSG00000138772	chr4	78551747	78610451
ENSG00000138756	chr4	78776342	78916372
ENSG00000163291	chr4	78887127	78939438
ENSG00000249307	chr4	78939485	79309673
ENSG00000248408	chr4	79663761	79696837
ENSG00000251321	chr4	79827471	79877770
ENSG00000163297	chr4	79901146	80125454
ENSG00000152784	chr4	80183879	80204329
ENSG00000138669	chr4	81087370	81215117
ENSG00000138668	chr4	82352498	82374503
ENSG00000152795	chr4	82422564	82430408
ENSG00000145293	chr4	82430590	82461177
ENSG00000249242	chr4	82483170	82562357
ENSG00000145284	chr4	82629539	82798796
ENSG00000138674	chr4	82818509	82901166
ENSG00000251022	chr4	82893009	82900960
ENSG00000189308	chr4	82909973	83012926
ENSG00000138663	chr4	83034447	83075818
ENSG00000173085	chr4	83261536	83284914
ENSG00000163312	chr4	83407343	83455855
ENSG00000163319	chr4	83455932	83469735
ENSG00000163322	chr4	83459517	83523348
ENSG00000163624	chr4	84583127	84651334
ENSG00000163625	chr4	84669610	84966391
ENSG00000109339	chr4	85990007	86594625
ENSG00000163629	chr4	86594315	86815171
ENSG00000172493	chr4	86935002	87141054
ENSG00000145332	chr4	87160103	87240314
ENSG00000198189	chr4	87336515	87391188
ENSG00000170502	chr4	87422573	87459455
ENSG00000152583	chr4	87473335	87531061
ENSG00000118762	chr4	88007635	88077777
ENSG00000163644	chr4	88257620	88284769
ENSG00000138642	chr4	88378739	88443097
ENSG00000138646	chr4	88457119	88506163
ENSG00000145337	chr4	88520998	88523776
ENSG00000138641	chr4	88592434	88708541
ENSG00000138640	chr4	88725955	89111398
ENSG00000145335	chr4	89700345	89838315
ENSG00000163104	chr4	94207611	94291292
ENSG00000163110	chr4	94451857	94668227
ENSG00000249599	chr4	94743668	94757681
ENSG00000138696	chr4	94757955	95158448
ENSG00000138698	chr4	98261384	98443858
ENSG00000151247	chr4	98871684	98930637
ENSG00000164024	chr4	98995659	99062809
ENSG00000197894	chr4	99070978	99088801
ENSG00000248144	chr4	99336497	99352746
ENSG00000145331	chr4	99546709	99564039
ENSG00000109270	chr4	99878336	99894428
ENSG00000164031	chr4	99896248	99946618
ENSG00000164032	chr4	99948086	99950355
ENSG00000138814	chr4	101023409	101348278
ENSG00000254531	chr4	101347780	101348883
ENSG00000153064	chr4	101411286	102074812
ENSG00000138821	chr4	102251041	102431258
ENSG00000109320	chr4	102501331	102617302
ENSG00000109323	chr4	102630770	102760994
ENSG00000109332	chr4	102794383	102868896
ENSG00000145354	chr4	102868974	102892807
ENSG00000164039	chr4	103077592	103099870
ENSG00000168769	chr4	105145875	105279816
ENSG00000138777	chr4	105369077	105474067
ENSG00000236699	chr4	105552620	105708093
ENSG00000138785	chr4	105682627	105895986
ENSG00000168743	chr4	105894775	106004027
ENSG00000145348	chr4	106041599	106316683
ENSG00000164022	chr4	106315544	106349456
ENSG00000138801	chr4	107590276	107720234
ENSG00000164023	chr4	107824563	107915047
ENSG00000155016	chr4	107931549	107953461
ENSG00000138796	chr4	107989714	108035174
ENSG00000109475	chr4	108620566	108630412
ENSG00000198856	chr4	108650585	108667820
ENSG00000138802	chr4	109433772	109540896
ENSG00000138794	chr4	109688622	109703583
ENSG00000123739	chr4	109709989	109730070
ENSG00000109534	chr4	109815510	109824740
ENSG00000138798	chr4	109912883	110013766
ENSG00000174749	chr4	112145454	112195256
ENSG00000138660	chr4	112231740	112273110
ENSG00000145365	chr4	112274537	112285904
ENSG00000174720	chr4	112637107	112657592
ENSG00000145349	chr4	113451032	113761927
ENSG00000269893	chr4	118278709	118285316
ENSG00000145388	chr4	118685392	118715433
ENSG00000150961	chr4	118722823	118838683
ENSG00000172403	chr4	118850688	119061247
ENSG00000145390	chr4	119212587	119295517
ENSG00000164096	chr4	119296419	119304445
ENSG00000138735	chr4	119494397	119628804
ENSG00000173376	chr4	121035613	121073021
ENSG00000164111	chr4	121667946	121696995
ENSG00000123737	chr4	121801318	121817021
ENSG00000138686	chr4	121824329	121870487
ENSG00000138688	chr4	122152333	122362758
ENSG00000170917	chr4	122888697	122922968
ENSG00000164056	chr4	123396795	123403760
ENSG00000151458	chr4	124664048	124712732
ENSG00000164073	chr4	127917799	127966034
ENSG00000164074	chr4	127965306	128039927
ENSG00000138709	chr4	128061286	128222931
ENSG00000164040	chr4	128269237	128288829
ENSG00000077684	chr4	128809700	128875224
ENSG00000189184	chr4	137518918	137532494
ENSG00000109381	chr4	139028112	139177218
ENSG00000109390	chr4	139266880	139302551
ENSG00000164134	chr4	139301505	139420033
ENSG00000172007	chr4	139453232	139476609
ENSG00000145391	chr4	139495941	139606699
ENSG00000085871	chr4	139665768	139740745
ENSG00000196782	chr4	139716753	140154184
ENSG00000153130	chr4	140257286	140385726
ENSG00000153132	chr4	140388453	140427661
ENSG00000179387	chr4	140524168	140553770
ENSG00000109436	chr4	140620782	140756385
ENSG00000170153	chr4	140859807	141212877
ENSG00000109445	chr4	141220887	141234697
ENSG00000109452	chr4	142023160	142847432
ENSG00000170185	chr4	143184917	143223874
ENSG00000153147	chr4	143513702	143557486
ENSG00000164162	chr4	144831908	145098541
ENSG00000164163	chr4	145098288	145129524
ENSG00000164164	chr4	145110838	145180589
ENSG00000151612	chr4	145757627	145938823
ENSG00000164167	chr4	146175703	146200000
ENSG00000120519	chr4	146253975	146521964
ENSG00000151617	chr4	147480917	147544954
ENSG00000164168	chr4	147617386	147672044
ENSG00000164169	chr4	147637785	147684163
ENSG00000071205	chr4	147732063	148072776
ENSG00000198589	chr4	150264435	151015727
ENSG00000145425	chr4	151099624	151104642
ENSG00000109686	chr4	151102751	151325632
ENSG00000059691	chr4	151670504	151761007
ENSG00000109670	chr4	152320544	152536092
ENSG00000164144	chr4	152779937	152918463
ENSG00000137460	chr4	152936352	152979696
ENSG00000109654	chr4	153152342	153339317
ENSG00000171566	chr4	154535005	154550400
ENSG00000164114	chr4	155342658	155376970
ENSG00000164116	chr4	155666711	155732349
ENSG00000061918	chr4	155758992	155807774
ENSG00000256043	chr4	155924118	155953866
ENSG00000145431	chr4	156760454	156971799
ENSG00000164125	chr4	158124474	158173318
ENSG00000164124	chr4	158201604	158255416
ENSG00000171503	chr4	158672125	158709623
ENSG00000171497	chr4	158709127	158723396
ENSG00000052795	chr4	158769026	158908050
ENSG00000109756	chr4	159103013	159360174
ENSG00000198498	chr4	163494442	163520539
ENSG00000248771	chr4	164754064	164803795
ENSG00000170088	chr4	165070608	165208549
ENSG00000109466	chr4	165207561	165323156
ENSG00000052802	chr4	165327667	165343164
ENSG00000109472	chr4	165361194	165498547
ENSG00000196104	chr4	166733384	167234796
ENSG00000137628	chr4	168216294	168318804
ENSG00000129116	chr4	168497052	168928457
ENSG00000145439	chr4	168863770	169010275
ENSG00000154447	chr4	169094259	169270956
ENSG00000137601	chr4	169392809	169612627
ENSG00000109572	chr4	169612633	169723673
ENSG00000056050	chr4	169729470	169757944
ENSG00000109576	chr4	170060222	170091699
ENSG00000109586	chr4	173168811	173323967
ENSG00000164104	chr4	173331376	173334432
ENSG00000164105	chr4	173369969	173377532
ENSG00000164117	chr4	174236658	174283667
ENSG00000164118	chr4	174283730	174333380
ENSG00000164120	chr4	174490175	174523154
ENSG00000129128	chr4	176319966	176332245
ENSG00000038002	chr4	177430774	177442437
ENSG00000129187	chr4	182890060	182917936
ENSG00000151718	chr4	183099257	183320777
ENSG00000168564	chr4	183444635	183449064
ENSG00000168556	chr4	183505058	183512429
ENSG00000182552	chr4	183639635	183659203
ENSG00000168538	chr4	183659267	183713594
ENSG00000168310	chr4	184387729	184474550
ENSG00000164305	chr4	184627696	184649509
ENSG00000164306	chr4	184649667	184694963
ENSG00000151726	chr4	184755595	184826818
ENSG00000151729	chr4	185143266	185150382
ENSG00000164323	chr4	185159665	185209504
ENSG00000109762	chr4	185204237	185370185
ENSG00000186352	chr4	185396021	185400628
ENSG00000109775	chr4	185399537	185425979
ENSG00000154553	chr4	185500660	185535507
ENSG00000154556	chr4	185585444	185956652
ENSG00000164342	chr4	186069155	186088073
ENSG00000145476	chr4	186191567	186213463
ENSG00000083857	chr4	186587794	186726722
ENSG00000109536	chr4	189940870	189963202
ENSG00000164366	chr5	196868	218153
ENSG00000073578	chr5	218241	257082
ENSG00000249915	chr5	271621	314974
ENSG00000221990	chr5	441498	443160
ENSG00000180104	chr5	443175	471937
ENSG00000066230	chr5	470456	524449
ENSG00000028310	chr5	850291	892801
ENSG00000113504	chr5	1050384	1112063
ENSG00000049656	chr5	1317752	1345099
ENSG00000153395	chr5	1456480	1523962
ENSG00000171421	chr5	1798385	1801366
ENSG00000145494	chr5	1801407	1816048
ENSG00000113430	chr5	1877413	1887236
ENSG00000249116	chr5	1883966	1884649
ENSG00000170561	chr5	2745845	2751677
ENSG00000186493	chr5	2752131	2755397
ENSG00000164151	chr5	5420664	5490220
ENSG00000133398	chr5	6371874	6378571
ENSG00000037474	chr5	6599239	6633291
ENSG00000145545	chr5	6633427	6674386
ENSG00000112941	chr5	6713432	6757044
ENSG00000215217	chr5	7830378	7851151
ENSG00000124275	chr5	7851186	7906025
ENSG00000124279	chr5	7859159	7869037
ENSG00000247516	chr5	8450701	8486930
ENSG00000250786	chr5	9546200	9550609
ENSG00000150756	chr5	10225507	10249897
ENSG00000150753	chr5	10249929	10266389
ENSG00000164237	chr5	10275875	10307902
ENSG00000145495	chr5	10353695	10440388
ENSG00000112977	chr5	10679230	10761234
ENSG00000038382	chr5	14143342	14532128
ENSG00000145569	chr5	14581792	14616180
ENSG00000154124	chr5	14664664	14699850
ENSG00000154122	chr5	14704800	14871778
ENSG00000173545	chr5	16451519	16465800
ENSG00000154153	chr5	16473038	16617058
ENSG00000145555	chr5	16661907	16936288
ENSG00000176788	chr5	17065598	17276843
ENSG00000113360	chr5	31400497	31532196
ENSG00000082213	chr5	31532287	31555053
ENSG00000113384	chr5	32124716	32174319
ENSG00000150712	chr5	32226994	32312987
ENSG00000056097	chr5	32354350	32444740
ENSG00000113387	chr5	32531633	32604079
ENSG00000113389	chr5	32689070	32791724
ENSG00000113407	chr5	33440696	33469539
ENSG00000242110	chr5	33986165	34008104
ENSG00000039560	chr5	34656328	34832612
ENSG00000113456	chr5	34905260	34918989
ENSG00000113460	chr5	34915677	34925996
ENSG00000168724	chr5	34929559	34958964
ENSG00000164187	chr5	36098407	36151887
ENSG00000152620	chr5	36192589	36242279
ENSG00000164188	chr5	36248434	36302114
ENSG00000164190	chr5	36876769	37066413
ENSG00000197603	chr5	37106228	37249428
ENSG00000113569	chr5	37288137	37371106
ENSG00000082068	chr5	37379285	37753435
ENSG00000113594	chr5	38474668	38608354
ENSG00000244968	chr5	38556765	38671216
ENSG00000145623	chr5	38845858	38945596
ENSG00000164327	chr5	38937920	39074399
ENSG00000153071	chr5	39371675	39462300
ENSG00000113638	chr5	40512333	40755963
ENSG00000171522	chr5	40679915	40693735
ENSG00000132356	chr5	40759379	40798374
ENSG00000145592	chr5	40825262	40835222
ENSG00000112936	chr5	40909497	40984643
ENSG00000083720	chr5	41730065	41870425
ENSG00000205765	chr5	41904188	41921636
ENSG00000151876	chr5	41925254	41941743
ENSG00000112964	chr5	42423439	42721878
ENSG00000198865	chr5	42756818	42802439
ENSG00000250722	chr5	42799880	42887392
ENSG00000172262	chr5	43065176	43192021
ENSG00000112972	chr5	43287470	43313512
ENSG00000151881	chr5	43444252	43483893
ENSG00000172239	chr5	43526267	43557758
ENSG00000248092	chr5	43571594	43603230
ENSG00000112992	chr5	43602692	43707405
ENSG00000112996	chr5	44808947	44820428
ENSG00000170571	chr5	50396192	50443248
ENSG00000151883	chr5	50665899	50846519
ENSG00000152684	chr5	52787916	52804044
ENSG00000213949	chr5	52787916	52959209
ENSG00000164171	chr5	52989340	53094779
ENSG00000164172	chr5	53095679	53110063
ENSG00000164258	chr5	53560633	53683338
ENSG00000185305	chr5	53883942	54310582
ENSG00000178996	chr5	54517759	54546586
ENSG00000067248	chr5	55256055	55307694
ENSG00000039123	chr5	55307989	55425579
ENSG00000067113	chr5	55424854	55534969
ENSG00000177058	chr5	55625845	55773194
